member,blank_length_mm,blank_width_mm,blank_thickness_mm,description
lumber_leg_right,1807.9717682704706,139.7,38.1,"Single nominal 2x6 leg; retained square top and level foot; relocated bolt group; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_principal_left_1,2532.626011836657,139.7,38.1,"Independent single nominal 2x6 principal; no service pockets or lower housing; level full bearing cut; grain along slope; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_post_left_1,186.9,234.95,38.1,"Single nominal 2x10 vertical-grain post; full header-depth support beneath added principal; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_principal_left_2,2532.626011836657,139.7,38.1,"Independent single nominal 2x6 principal; no service pockets or lower housing; level full bearing cut; grain along slope; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_post_left_2,186.9,234.95,38.1,"Single nominal 2x10 vertical-grain post; full header-depth support beneath added principal; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_principal_right_1,2532.626011836657,139.7,38.1,"Independent single nominal 2x6 principal; no service pockets or lower housing; level full bearing cut; grain along slope; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_post_right_1,186.9,234.95,38.1,"Single nominal 2x10 vertical-grain post; full header-depth support beneath added principal; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_principal_right_2,2532.626011836657,139.7,38.1,"Independent single nominal 2x6 principal; no service pockets or lower housing; level full bearing cut; grain along slope; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_post_right_2,186.9,234.95,38.1,"Single nominal 2x10 vertical-grain post; full header-depth support beneath added principal; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_rail_bottom_left_1,392.0500000000002,139.7,38.1,"Independent square-cut single 2x6 bottom-rail segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_rail_bottom_left_2,361.90000000000003,139.7,38.1,"Independent square-cut single 2x6 bottom-rail segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_rail_bottom_left_3,261.9,139.7,38.1,"Shortened square-cut 2x6 bottom segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_rail_bottom_right_1,321.9,139.7,38.1,"Shortened square-cut 2x6 bottom segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_rail_bottom_right_2,361.90000000000003,139.7,38.1,"Independent square-cut single 2x6 bottom-rail segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_rail_bottom_right_3,332.0500000000002,139.7,38.1,"Independent square-cut single 2x6 bottom-rail segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_principal_center_left,2532.626011836657,139.7,38.1,"Independent single nominal 2x6 center principal; no service pockets or housing; level bearing cut; grain along slope; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_post_center_left,186.9,234.95,38.1,"Independent single nominal 2x10 center post; vertical grain; full-depth header support; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_principal_center_right,2532.626011836657,139.7,38.1,"Independent single nominal 2x6 center principal; no service pockets or housing; level bearing cut; grain along slope; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_post_center_right,186.9,234.95,38.1,"Independent single nominal 2x10 center post; vertical grain; full-depth header support; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
