part,layers,dimension_1_mm,dimension_2_mm,dimension_3_mm,dimension_1_in,dimension_2_in,dimension_3_in,description
wood_kicker_block_right_bottom,1,76.2,40.0,38.1,3.0000000000000004,1.5748031496062993,1.5000000000000002,"Sawn kicker retention block, grain vertical Z; side-grain X/Y fasteners; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
wood_kicker_block_right_top,1,76.2,40.0,38.1,3.0000000000000004,1.5748031496062993,1.5000000000000002,"Sawn kicker retention block, grain vertical Z; side-grain X/Y fasteners; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
wood_rail_lower,1,2438.4,234.95,38.1,96.00000000000001,9.25,1.5000000000000002,"Square-ended flat ledge, grain X; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_rail_mid,1,2438.4,139.69999999999982,38.1,96.00000000000001,5.499999999999993,1.5000000000000002,"Square-ended flat ledge, grain X; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_rail_top,1,2438.4,88.90000000000009,38.1,96.00000000000001,3.500000000000004,1.5000000000000002,"Square-ended flat ledge, grain X; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_vertical_center_left_lower,1,914.3999999999999,184.15,38.1,36.0,7.250000000000001,1.5000000000000002,"Square-ended flat ledge, grain S; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_vertical_center_left_upper,1,1060.45,184.15,38.1,41.75000000000001,7.250000000000001,1.5000000000000002,"Square-ended flat ledge, grain S; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_vertical_center_right_lower,1,914.3999999999999,184.15,38.1,36.0,7.250000000000001,1.5000000000000002,"Square-ended flat ledge, grain S; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_vertical_center_right_upper,1,1060.45,184.15,38.1,41.75000000000001,7.250000000000001,1.5000000000000002,"Square-ended flat ledge, grain S; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_vertical_edge_left_lower,1,914.3999999999999,88.90000000000009,38.1,36.0,3.500000000000004,1.5000000000000002,"Square-ended flat ledge, grain S; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_vertical_edge_left_upper,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,"Square-ended flat ledge, grain S; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_vertical_edge_right_lower,1,914.3999999999999,88.90000000000009,38.1,36.0,3.500000000000004,1.5000000000000002,"Square-ended flat ledge, grain S; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_vertical_edge_right_upper,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,"Square-ended flat ledge, grain S; round service reliefs and front bolt counterbores; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_principal_left,1,2438.4,139.7,88.9,96.00000000000001,5.5,3.5000000000000004,"Square-ended 4x6 upright, grain S; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_principal_right,1,2438.4,139.7,88.9,96.00000000000001,5.5,3.5000000000000004,"Square-ended 4x6 upright, grain S; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_edge_principal_left,1,2324.1,139.7,88.9,91.5,5.5,3.5000000000000004,"Square-ended 4x6 upright, grain S; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_edge_principal_right,1,2324.1,139.7,88.9,91.5,5.5,3.5000000000000004,"Square-ended 4x6 upright, grain S; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_beam_lower_left,1,984.0999999999999,139.7,88.9,38.74409448818898,5.5,3.5000000000000004,"Repeated square-ended 4x6 beam span, grain X; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_beam_lower_right,1,984.0999999999999,139.7,88.9,38.74409448818898,5.5,3.5000000000000004,"Repeated square-ended 4x6 beam span, grain X; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_beam_mid_left,1,984.0999999999999,139.7,88.90000000000009,38.74409448818898,5.5,3.500000000000004,"Repeated square-ended 4x6 beam span, grain X; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_beam_mid_right,1,984.0999999999999,139.7,88.90000000000009,38.74409448818898,5.5,3.500000000000004,"Repeated square-ended 4x6 beam span, grain X; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_beam_top_left,1,984.0999999999999,139.7,88.90000000000009,38.74409448818898,5.5,3.500000000000004,"Repeated square-ended 4x6 beam span, grain X; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_beam_top_right,1,984.0999999999999,139.7,88.90000000000009,38.74409448818898,5.5,3.500000000000004,"Repeated square-ended 4x6 beam span, grain X; Development geometry only; joint capacity, stability and product fit unqualified; NOT build-ready"
wood_joint_block_lower_left_1,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_lower_left_2,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_lower_right_1,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_lower_right_2,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_mid_left_1,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_mid_left_2,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_mid_right_1,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_mid_right_2,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_top_left_1,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_top_left_2,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_top_right_1,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
wood_joint_block_top_right_2,1,139.7,88.9,88.9,5.5,3.5000000000000004,3.5000000000000004,"Square-cut nominal 4x4 offcut, actual88.9X x88.9S with139.7mm grain N. Two quarter-inch side-grain through-bolts to upright/rim and one to beam. Lower blocks are uphill stops; other levels have downhill bearing seats. No glue, clamp-friction or end-grain withdrawal credit. Stock grade, bolt resistance, directional joint loads and group behavior unqualified"
